"Organisation"	"Peering Contact"	"Switch"	"AS number"	"LAN"	"ISP (v4)"	"ISP (v6)"	"Multicast"	"MDX"	"Peers with route server"	"Location"	"Connection"	"Policy"	"Speed"
"Oath Inc."	"vikas.mehta@teamaol.com"	"PXC-TC5-144"	"1668"	"ISP"	"80.249.209.27"	"2001:7f8:1::a500:1668:1"	"no"	"no"	"no"	"Equinix AM5"	"LR"	"custom"	"10GE"
"Obenetwork AB"	"peering@obenetwork.com"	"PXC-EVO-157"	"197595"	"ISP"	"80.249.212.156"	"2001:7f8:1:0:a500:19:7595:1"	"no"	"no"	"yes"	"EvoSwitch"	"LR"	"open"	"10GE"
"OBTEL Ltd."	"peering@obtel.pro"	"mym6-phys-4209-2962"	"44843"	"ISP"	"80.249.213.61"	"2001:7f8:1::a504:4843:1"	"no"	"no"	"yes"	"Equinix AM7"	""	"open"	"1GE"
"Oelis SARL"	"peering@oelis.fr"	"mym6-phys-3747"	"60718"	"ISP"	"80.249.211.225"	""	"no"	"no"	"yes"	"InterXion"	""	"open"	"1FE"
"OJSC ""MegaFon"""	"peering@megafon.ru"	"PXC-EQX-154"	"31133"	"ISP"	"80.249.208.125"	"2001:7f8:1::a503:1133:2"	"no"	"no"	"yes"	"Equinix AM1/2"	"LR4"	"open"	"200GE"
"Oman Telecommunications Company S.A.O.G."	"mehmet.tik@omantel.om"	"PXC-SAR-148"	"8529"	"ISP"	"80.249.208.30"	"2001:7f8:1::a500:8529:1"	"no"	"no"	"yes"	"Interxion Science Park"	"LR"	"open"	"10GE"
"Oman Telecommunications Company S.A.O.G."	"mehmet.tik@omantel.om"	"PXC-SAR-148"	"8529"	"ISP"	"80.249.208.30"	"2001:7f8:1::a500:8529:1"	"no"	"no"	"yes"	"Interxion Science Park"	"LR"	"open"	"10GE"
"Oman Telecommunications Company S.A.O.G."	"mehmet.tik@omantel.om"	"PXC-SAR-148"	"8529"	"ISP"	"80.249.208.30"	"2001:7f8:1::a500:8529:1"	"no"	"no"	"yes"	"Interxion Science Park"	"LR"	"open"	"10GE"
"Oman Telecommunications Company S.A.O.G."	"mehmet.tik@omantel.om"	"PXC-SAR-148"	"8529"	"ISP"	"80.249.208.30"	"2001:7f8:1::a500:8529:1"	"no"	"no"	"yes"	"Interxion Science Park"	"LR"	"open"	"10GE"
"Oman Telecommunications Company S.A.O.G."	"mehmet.tik@omantel.om"	"PXC-SAR-148"	"8529"	"ISP"	"80.249.208.30"	"2001:7f8:1::a500:8529:1"	"no"	"no"	"yes"	"Interxion Science Park"	"LR"	"open"	"10GE"
"Omni Access Marine Network Solutions"	"peering@omniaccess.com"	"mym6-phys-3790"	"44431"	"ISP"	"80.249.211.195"	""	"no"	"no"	"yes"	"Equinix AM7"	""	"case-by-case"	"1GE"
"Ondrea Systems SDN BHD"	"peering@hostemo.com"	"EDGE-EQ3-020"	"55799"	"ISP"	"80.249.210.98"	"2001:7f8:1::a505:5799:1"	"no"	"no"	"yes"	"Equinix AM3"	"LX"	"open"	"1GE"
"One.Com"	""	"PXC-IXN-124"	"51468"	"ISP"	"80.249.210.127"	"2001:7f8:1::a505:1468:1"	"no"	"no"	"yes"	"InterXion"	"LR"	"open"	"10GE"
"One.Com"	""	"PXC-IXN-124"	"51468"	"ISP"	"80.249.210.127"	"2001:7f8:1::a505:1468:1"	"no"	"no"	"yes"	"InterXion"	"LR"	"open"	"10GE"
" ONECOM Global Communications"	"peering@as51185.net"	"mym6-phys-3790"	"51185"	"ISP"	"80.249.213.63"	""	"no"	"no"	"no"	"Equinix AM7"	""	"open"	"2FE"
"ONECOM Global Communications LTD"	"peering@as51185.net"	"PXC-TC5-156"	"51185"	"ISP"	"80.249.210.163"	"2001:7f8:1::a505:1185:1"	"no"	"no"	"yes"	"Equinix AM5"	"LR"	"open"	"10GE"
"Online SAS"	"peering@as12876.net"	"PXC-EVO-162"	"12876"	"ISP"	"80.249.212.93"	"2001:7f8:1::a501:2876:2"	"no"	"no"	"yes"	"EvoSwitch"	"LR4"	"open"	"100GE"
"Online SAS"	"peering@as12876.net"	"PXC-EVO-162"	"12876"	"ISP"	"80.249.212.93"	"2001:7f8:1::a501:2876:2"	"no"	"no"	"yes"	"EvoSwitch"	"LR4"	"open"	"100GE"
"Online SAS"	"peering@as12876.net"	"PXC-EVO-162"	"12876"	"ISP"	"80.249.212.93"	"2001:7f8:1::a501:2876:2"	"no"	"no"	"yes"	"EvoSwitch"	"LR4"	"open"	"100GE"
"Ooredoo Oman"	"engdataipcore@ooredoo.om"	"PXC-EQX-154"	"50010"	"ISP"	"80.249.209.116"	"2001:7f8:1::a505:10:2"	"no"	"no"	"yes"	"Equinix AM1/2"	"LR"	"case-by-case"	"10GE"
"OOSHA Ltd"	"peering@as44981.net"	"mym6-phys-2368"	"44981"	"ISP"	"80.249.212.30"	"2001:7f8:1::a504:4981:1"	"no"	"no"	"yes"	"Equinix AM7"	""	"open"	"1FE"
"Opal Telecom Limited"	"ipnoc@opaltelecom.co.uk"	"PXC-TC5-144"	"13285"	"ISP"	"80.249.209.34"	"2001:7f8:1::a501:3285:1"	"no"	"no"	"yes"	"Equinix AM5"	"LR"	"open"	"10GE"
"Opal Telecom Limited"	"ipnoc@opaltelecom.co.uk"	"PXC-TC5-144"	"13285"	"ISP"	"80.249.209.34"	"2001:7f8:1::a501:3285:1"	"no"	"no"	"yes"	"Equinix AM5"	"LR"	"open"	"10GE"
"Opal Telecom Limited"	"ipnoc@opaltelecom.co.uk"	"PXC-TC5-144"	"13285"	"ISP"	"80.249.209.34"	"2001:7f8:1::a501:3285:1"	"no"	"no"	"yes"	"Equinix AM5"	"LR"	"open"	"10GE"
"Opal Telecom Limited"	"ipnoc@opaltelecom.co.uk"	"PXC-TC5-144"	"13285"	"ISP"	"80.249.209.34"	"2001:7f8:1::a501:3285:1"	"no"	"no"	"yes"	"Equinix AM5"	"LR"	"open"	"10GE"
"Opal Telecom Limited"	"ipnoc@opaltelecom.co.uk"	"PXC-TC5-144"	"13285"	"ISP"	"80.249.209.34"	"2001:7f8:1::a501:3285:1"	"no"	"no"	"yes"	"Equinix AM5"	"LR"	"open"	"10GE"
"Opal Telecom Limited"	"ipnoc@opaltelecom.co.uk"	"PXC-TC5-144"	"13285"	"ISP"	"80.249.209.34"	"2001:7f8:1::a501:3285:1"	"no"	"no"	"yes"	"Equinix AM5"	"LR"	"open"	"10GE"
"Open Carrier"	""	"EDGE-TEL-012"	"41692"	"ISP"	"80.249.209.221"	"2001:7f8:1::a504:1692:1"	"no"	"no"	"yes"	"Equinix AM7"	"LX"	"open"	"1GE"
"OpenIT GmbH"	"peering@openit.de"	"mym6-phys-3679"	"20621"	"ISP"	"80.249.211.168"	"2001:7f8:1::a502:621:1"	"no"	"no"	"yes"	"Equinix AM7"	""	"open"	"2FE"
"Open Peering"	"peering@openpeering.nl"	"PXC-NIK-133"	"20562"	"ISP"	"80.249.208.189"	"2001:7f8:1::a502:562:1"	"no"	"no"	"yes"	"NIKHEF"	"LR"	"open"	"10GE"
"Open Peering"	"peering@openpeering.nl"	"PXC-NIK-133"	"20562"	"ISP"	"80.249.208.189"	"2001:7f8:1::a502:562:1"	"no"	"no"	"yes"	"NIKHEF"	"LR"	"open"	"10GE"
"Open Peering"	"peering@openpeering.nl"	"PXC-NIK-133"	"20562"	"ISP"	"80.249.208.189"	"2001:7f8:1::a502:562:1"	"no"	"no"	"yes"	"NIKHEF"	"LR"	"open"	"10GE"
"Open Peering"	"peering@openpeering.nl"	"PXC-NIK-133"	"20562"	"ISP"	"80.249.208.189"	"2001:7f8:1::a502:562:1"	"no"	"no"	"yes"	"NIKHEF"	"LR"	"open"	"10GE"
"Open Peering"	"peering@openpeering.nl"	"PXC-NIK-133"	"20562"	"ISP"	"80.249.208.189"	"2001:7f8:1::a502:562:1"	"no"	"no"	"yes"	"NIKHEF"	"LR"	"open"	"10GE"
"Open Peering"	"peering@openpeering.nl"	"PXC-TEL-158"	"20562"	"ISP"	"80.249.209.197"	"2001:7f8:1::a502:562:2"	"no"	"no"	"yes"	"Equinix AM7"	"LR"	"open"	"10GE"
"Open Peering"	"peering@openpeering.nl"	"PXC-TEL-158"	"20562"	"ISP"	"80.249.209.197"	"2001:7f8:1::a502:562:2"	"no"	"no"	"yes"	"Equinix AM7"	"LR"	"open"	"10GE"
"Open Peering"	"peering@openpeering.nl"	"PXC-TEL-158"	"20562"	"ISP"	"80.249.209.197"	"2001:7f8:1::a502:562:2"	"no"	"no"	"yes"	"Equinix AM7"	"LR"	"open"	"10GE"
"Open Peering"	"peering@openpeering.nl"	"PXC-TEL-158"	"20562"	"ISP"	"80.249.209.197"	"2001:7f8:1::a502:562:2"	"no"	"no"	"yes"	"Equinix AM7"	"LR"	"open"	"10GE"
"Open Peering"	"peering@openpeering.nl"	"PXC-TEL-158"	"20562"	"ISP"	"80.249.209.197"	"2001:7f8:1::a502:562:2"	"no"	"no"	"yes"	"Equinix AM7"	"LR"	"open"	"10GE"
"Open Peering"	"peering@openpeering.nl"	"PXC-TEL-158"	"20562"	"ISP"	"80.249.209.197"	"2001:7f8:1::a502:562:2"	"no"	"no"	"yes"	"Equinix AM7"	"LR"	"open"	"10GE"
"OpenX"	"peering@openx.org"	"PXC-EQX-165"	"36089"	"ISP"	"80.249.211.37"	"2001:7f8:1::a503:6089:1"	"no"	"no"	"yes"	"Equinix AM1/2"	"LR"	"case-by-case"	"10GE"
"OpenX"	"peering@openx.org"	"PXC-EQX-165"	"36089"	"ISP"	"80.249.211.37"	"2001:7f8:1::a503:6089:1"	"no"	"no"	"yes"	"Equinix AM1/2"	"LR"	"case-by-case"	"10GE"
"OpenX"	"peering@openx.org"	"PXC-EQX-165"	"36089"	"ISP"	"80.249.211.37"	"2001:7f8:1::a503:6089:1"	"no"	"no"	"yes"	"Equinix AM1/2"	"LR"	"case-by-case"	"10GE"
"OpenX"	"peering@openx.org"	"PXC-EQX-165"	"36089"	"ISP"	"80.249.211.37"	"2001:7f8:1::a503:6089:1"	"no"	"no"	"yes"	"Equinix AM1/2"	"LR"	"case-by-case"	"10GE"
"Opera Software AS"	"peering@opera.com"	"PXC-TEL-125"	"39832"	"ISP"	"80.249.210.187"	"2001:7f8:1::a503:9832:1"	"no"	"no"	"yes"	"Equinix AM7"	"LR"	"open"	"10GE"
"Opera Software AS"	"peering@opera.com"	"PXC-TEL-125"	"39832"	"ISP"	"80.249.210.187"	"2001:7f8:1::a503:9832:1"	"no"	"no"	"yes"	"Equinix AM7"	"LR"	"open"	"10GE"
"Opera Software AS"	"peering@opera.com"	"PXC-TEL-125"	"39832"	"ISP"	"80.249.210.187"	"2001:7f8:1::a503:9832:1"	"no"	"no"	"yes"	"Equinix AM7"	"LR"	"open"	"10GE"
"Opera Software AS"	"peering@opera.com"	"PXC-TEL-125"	"39832"	"ISP"	"80.249.210.187"	"2001:7f8:1::a503:9832:1"	"no"	"no"	"yes"	"Equinix AM7"	"LR"	"open"	"10GE"
"Opera Software AS"	"peering@opera.com"	"PXC-TEL-125"	"39832"	"ISP"	"80.249.210.187"	"2001:7f8:1::a503:9832:1"	"no"	"no"	"yes"	"Equinix AM7"	"LR"	"open"	"10GE"
"Opera Software AS"	"peering@opera.com"	"PXC-EQX-118"	"39832"	"ISP"	"80.249.210.55"	"2001:7f8:1::a503:9832:2"	"no"	"no"	"yes"	"Equinix AM1/2"	"LR"	"open"	"10GE"
"Opera Software AS"	"peering@opera.com"	"PXC-EQX-118"	"39832"	"ISP"	"80.249.210.55"	"2001:7f8:1::a503:9832:2"	"no"	"no"	"yes"	"Equinix AM1/2"	"LR"	"open"	"10GE"
"Opera Software AS"	"peering@opera.com"	"PXC-EQX-118"	"39832"	"ISP"	"80.249.210.55"	"2001:7f8:1::a503:9832:2"	"no"	"no"	"yes"	"Equinix AM1/2"	"LR"	"open"	"10GE"
"Opera Software AS"	"peering@opera.com"	"PXC-EQX-118"	"39832"	"ISP"	"80.249.210.55"	"2001:7f8:1::a503:9832:2"	"no"	"no"	"yes"	"Equinix AM1/2"	"LR"	"open"	"10GE"
"Opera Software AS"	"peering@opera.com"	"PXC-EQX-118"	"39832"	"ISP"	"80.249.210.55"	"2001:7f8:1::a503:9832:2"	"no"	"no"	"yes"	"Equinix AM1/2"	"LR"	"open"	"10GE"
"Opteamax GmbH"	"peering@opteamax.de"	"mym6-phys-3679"	"48200"	"ISP"	"80.249.211.172"	"2001:7f8:1::a504:8200:1"	"no"	"no"	"yes"	"Equinix AM7"	""	"open"	"5FE"
"Opticnetworks"	"noc@opticnetworks.net"	"mym6-phys-1795"	"203319"	"ISP"	"80.249.212.254"	"2001:7f8:1:0:a500:20:3319:1"	"no"	"no"	"yes"	"NIKHEF"	""	"open"	"2GE"
"Oracle"	"cloud-peering_ww_grp@oracle.com"	"EDGE-EQX-015"	"7160"	"ISP"	"80.249.210.66"	""	"no"	"no"	"yes"	"Equinix AM1/2"	"LX"	"case-by-case"	"1GE"
"Orange Business Netherlands B.V"	"peering@orange.com"	"PXC-SAR-148"	"5583"	"ISP"	"80.249.208.66"	"2001:7f8:1::a500:5583:1"	"no"	"no"	"yes"	"Interxion Science Park"	"LR"	"case-by-case"	"10GE"
"Orange /IMT/IBNF/NISBO/IPV"	"peering5511@opentransit.net"	"PXC-SAR-134"	"2300"	"ISP"	"80.249.213.109"	""	"no"	"no"	"no"	"Interxion Science Park"	"LR"	""	"10GE"
"Orange /IMT/IBNF/NISBO/IPV"	"peering5511@opentransit.net"	"PXC-SAR-134"	"2300"	"ISP"	"80.249.213.109"	""	"no"	"no"	"no"	"Interxion Science Park"	"LR"	""	"10GE"
"Orange Polska S.A."	"tpix@orange.com"	"mynl-phys-4346"	"29535"	"ISP"	"80.249.208.239"	"2001:7f8:1::a502:9535:1"	"no"	"no"	"yes"	"NIKHEF"	""	"email: tpix@orange.com"	"7GE"
"OranLink S.L"	"peering@oranlink.net"	"PXC-TEL-147"	"57023"	"ISP"	"80.249.211.51"	"2001:7f8:1::a505:7023:1"	"no"	"no"	"yes"	"Equinix AM7"	"LR"	"open"	"10GE"
"OranLink S.L"	"peering@oranlink.net"	"PXC-TEL-147"	"57023"	"ISP"	"80.249.211.51"	"2001:7f8:1::a505:7023:1"	"no"	"no"	"yes"	"Equinix AM7"	"LR"	"open"	"10GE"
"OSSO BV"	"noc@osso.nl"	"PXC-NIK-133"	"43366"	"ISP"	"80.249.211.196"	"2001:7f8:1::a504:3366:1"	"no"	"no"	"yes"	"NIKHEF"	"LR"	"case-by-case"	"10GE"
"OTE International Solutions S.A."	"kostas.fotiadis@oteglobe.gr"	"PXC-GLO-117"	"12713"	"ISP"	"80.249.208.179"	"2001:7f8:1::a501:2713:1"	"no"	"no"	"yes"	"Global Switch"	"LR"	"open"	"10GE"
"OTE International Solutions S.A."	"kostas.fotiadis@oteglobe.gr"	"PXC-GLO-117"	"12713"	"ISP"	"80.249.208.179"	"2001:7f8:1::a501:2713:1"	"no"	"no"	"yes"	"Global Switch"	"LR"	"open"	"10GE"
"OTE International Solutions S.A."	"kostas.fotiadis@oteglobe.gr"	"PXC-GLO-117"	"12713"	"ISP"	"80.249.208.179"	"2001:7f8:1::a501:2713:1"	"no"	"no"	"yes"	"Global Switch"	"LR"	"open"	"10GE"
"OTE International Solutions S.A."	"kostas.fotiadis@oteglobe.gr"	"PXC-GLO-117"	"12713"	"ISP"	"80.249.208.179"	"2001:7f8:1::a501:2713:1"	"no"	"no"	"yes"	"Global Switch"	"LR"	"open"	"10GE"
"OVH"	"noc@ovh.com"	"PXC-GLO-135"	"16276"	"ISP"	"80.249.209.231"	"2001:7f8:1::a501:6276:1"	"no"	"no"	"yes"	"Global Switch"	"LR4"	"open"	"100GE"
"OVH"	"noc@ovh.com"	"PXC-GLO-135"	"16276"	"ISP"	"80.249.209.231"	"2001:7f8:1::a501:6276:1"	"no"	"no"	"yes"	"Global Switch"	"LR4"	"open"	"100GE"
"OVH"	"noc@ovh.com"	"PXC-GLO-135"	"16276"	"ISP"	"80.249.209.231"	"2001:7f8:1::a501:6276:1"	"no"	"no"	"yes"	"Global Switch"	"LR4"	"open"	"100GE"
"OVH"	"noc@ovh.com"	"PXC-GLO-149"	"16276"	"ISP"	"80.249.209.245"	"2001:7f8:1::a501:6276:2"	"no"	"no"	"yes"	"Global Switch"	"LR4"	"open"	"100GE"
"OVH"	"noc@ovh.com"	"PXC-GLO-149"	"16276"	"ISP"	"80.249.209.245"	"2001:7f8:1::a501:6276:2"	"no"	"no"	"yes"	"Global Switch"	"LR4"	"open"	"100GE"
"OVH"	"noc@ovh.com"	"PXC-GLO-149"	"16276"	"ISP"	"80.249.209.245"	"2001:7f8:1::a501:6276:2"	"no"	"no"	"yes"	"Global Switch"	"LR4"	"open"	"100GE"
"P3 communications GmbH"	"peter.seidenberg@p3-group.com"	"PXC-TC5-156"	"201214"	"ISP"	"80.249.209.83"	"2001:7f8:1:0:a500:20:1214:1"	"no"	"no"	"yes"	"Equinix AM5"	"LR"	"open"	"10GE"
"Packet Clearing House"	"peering@pch.net"	"PXC-EQX-154"	"42"	"ISP"	"80.249.208.250"	"2001:7f8:1::a500:42:1"	"no"	"no"	"yes"	"Equinix AM1/2"	"LR"	"open"	"10GE"
"Packet Clearing House"	"peering@pch.net"	"EDGE-EQX-015"	"3856"	"ISP"	"80.249.209.250"	"2001:7f8:1::a500:3856:1"	"no"	"no"	"yes"	"Equinix AM1/2"	"LX"	"open"	"1GE"
"Packet Host, Inc."	"peering@packet.net"	"PXC-IXN-161"	"54825"	"ISP"	"80.249.213.96"	"2001:7f8:1::a505:4825:1"	"no"	"no"	"yes"	"InterXion"	"LR"	"open"	"10GE"
"Pacnet Global / Asia Netcom / ANC"	"peering@pacnet.net"	"PXC-NIK-146"	"10026"	"ISP"	"80.249.211.239"	"2001:7f8:1::a501:26:1"	"no"	"no"	"yes"	"NIKHEF"	"LR"	"open"	"10GE"
"Pacnet Global / Asia Netcom / ANC"	"peering@pacnet.net"	"PXC-NIK-146"	"10026"	"ISP"	"80.249.211.239"	"2001:7f8:1::a501:26:1"	"no"	"no"	"yes"	"NIKHEF"	"LR"	"open"	"10GE"
"Pacnet Global / Asia Netcom / ANC"	"peering@pacnet.net"	"PXC-NIK-146"	"10026"	"ISP"	"80.249.211.239"	"2001:7f8:1::a501:26:1"	"no"	"no"	"yes"	"NIKHEF"	"LR"	"open"	"10GE"
"Pacnet Global / Asia Netcom / ANC"	"peering@pacnet.net"	"PXC-NIK-146"	"10026"	"ISP"	"80.249.211.239"	"2001:7f8:1::a501:26:1"	"no"	"no"	"yes"	"NIKHEF"	"LR"	"open"	"10GE"
"Pakistan Telecommunication Company Limited"	"piecore@ptcl.net.pk"	"PXC-SAR-114"	"17557"	"ISP"	"80.249.208.254"	"2001:7f8:1::a501:7557:1"	"no"	"no"	"yes"	"Interxion Science Park"	"LR"	"case-by-case"	"10GE"
"Payvision B.|V."	"peering@payvision.com"	"PXC-TC4-136"	"50622"	"ISP"	"80.249.212.172"	"2001:7f8:1::a505:622:1"	"no"	"no"	"yes"	"Digital Realty AMS04"	"LX"	"open"	"1GE"
"PCCW Global B.V."	"pcaci@pccwglobal.com"	"PXC-NIK-127"	"3491"	"ISP"	"80.249.209.37"	"2001:7f8:1::a500:3491:1"	"no"	"no"	"no"	"NIKHEF"	"LR"	"case-by-case"	"10GE"
"PCCW Global B.V."	"pcaci@pccwglobal.com"	"PXC-NIK-127"	"3491"	"ISP"	"80.249.209.37"	"2001:7f8:1::a500:3491:1"	"no"	"no"	"no"	"NIKHEF"	"LR"	"case-by-case"	"10GE"
"PearlAbyss"	"netadm@pearlabyss.com"	"PXC-EQ3-145"	"38090"	"ISP"	"80.249.213.120"	""	"no"	"no"	"yes"	"Equinix AM3"	"LR"	"open"	"10GE"
"PearlAbyss"	"netadm@pearlabyss.com"	"PXC-EQ3-145"	"38090"	"ISP"	"80.249.213.121"	""	"no"	"no"	"yes"	"Equinix AM3"	"LR"	"open"	"10GE"
"Peer 1 Network"	"peering@peer1.com"	"PXC-SAR-114"	"13768"	"ISP"	"80.249.209.209"	"2001:7f8:1::a501:3768:1"	"no"	"no"	"yes"	"Interxion Science Park"	"LR"	"open"	"10GE"
"Peer39"	"brian.muha@mediamind.com"	"PXC-EQX-139"	"54183"	"ISP"	"80.249.209.93"	""	"no"	"no"	"no"	"Equinix AM1/2"	"LR"	"open"	"10GE"
"Peer39"	"brian.muha@mediamind.com"	"PXC-EQX-132"	"54183"	"ISP"	"80.249.211.249"	""	"no"	"no"	"no"	"Equinix AM1/2"	"LR"	"open"	"10GE"
"Petit Verbindt"	"noc@petitverbindt.nl"	"EDGE-NIK-011"	"197156"	"ISP"	"80.249.210.112"	"2001:7f8:1:0:a500:19:7156:1"	"no"	"no"	"yes"	"NIKHEF"	"LX"	"open"	"1GE"
"Phibee Telecom SAS"	"peering@phibee-telecom.net"	"mym6-phys-3747"	"8487"	"ISP"	"80.249.210.196"	"2001:7f8:1::a500:8487:1"	"no"	"no"	"yes"	"InterXion"	""	"open"	"1GE"
"phoenixNAP EU B.V."	"netops@phoenixnap.xom"	"PXC-EVO-143"	"12189"	"ISP"	"80.249.212.6"	""	"no"	"no"	"no"	"EvoSwitch"	"LR"	"open"	"10GE"
"Phoenix NAP EU BV"	"ipadmin@securedservers.com"	"PXC-EVO-143"	"12189"	"ISP"	"80.249.208.235"	"2001:7f8:1::a501:2189:1"	"no"	"no"	"yes"	"EvoSwitch"	"LR"	"open"	"10GE"
"Pictura Database Publishing"	"noc@pictura-dp.nl"	"EDGE-GLO-013"	"49820"	"ISP"	"80.249.208.153"	"2001:7f8:1::a504:9820:1"	"no"	"no"	"yes"	"Global Switch"	"SX"	"open"	"1GE"
"PJSC ""DATAGROUP"""	"peering@ip.datagroup.ua"	"PXC-TEL-125"	"3326"	"ISP"	"80.249.208.218"	"2001:7f8:1::a500:3326:1"	"no"	"no"	"yes"	"Equinix AM7"	"LR"	"open"	"10GE"
"PJSC ""DATAGROUP"""	"peering@ip.datagroup.ua"	"PXC-TEL-140"	"21219"	"ISP"	"80.249.208.80"	"2001:7f8:1::a502:1219:1"	"no"	"no"	"yes"	"Equinix AM7"	"LR"	"open"	"10GE"
"PJSC ""DATAGROUP"""	"peering@ip.datagroup.ua"	"PXC-TEL-140"	"21219"	"ISP"	"80.249.208.80"	"2001:7f8:1::a502:1219:1"	"no"	"no"	"yes"	"Equinix AM7"	"LR"	"open"	"10GE"
"Planisys Corp"	"sysadmin@planisys.com"	"EDGE-IXN-016"	"52438"	"ISP"	"80.249.211.236"	""	"no"	"no"	"yes"	"InterXion"	"LX"	"open"	"1GE"
"Plex BV"	"amsix.peering@plex.net"	"EDGE-NIK-011"	"21478"	"ISP"	"80.249.208.216"	""	"no"	"no"	"yes"	"NIKHEF"	"SX"	"open"	"1GE"
"Plusline AG"	"peering@plusline.net"	"PXC-TEL-119"	"12306"	"ISP"	"80.249.208.161"	"2001:7f8:1::a501:2306:1"	"no"	"no"	"yes"	"Equinix AM7"	"LR"	"open"	"10GE"
"Portlane"	"peering@portlane.com"	"PXC-TC5-144"	"42708"	"ISP"	"80.249.209.25"	"2001:7f8:1::a504:2708:1"	"no"	"no"	"yes"	"Equinix AM5"	"LR"	"selective"	"10GE"
"Portlane"	"peering@portlane.com"	"PXC-TC5-144"	"42708"	"ISP"	"80.249.209.25"	"2001:7f8:1::a504:2708:1"	"no"	"no"	"yes"	"Equinix AM5"	"LR"	"selective"	"10GE"
"Postecom"	"mauro.screti@postecom.it"	"mym6-phys-1350-6127"	"15720"	"ISP"	"80.249.211.159"	"2001:7f8:1::a501:5720:1"	"no"	"no"	"yes"	"Digital Realty AMS01"	""	"open"	"1FE"
"Post Luxembourg"	"peering.technologies@post.lu"	"PXC-TEL-147"	"6661"	"ISP"	"80.249.208.60"	"2001:7f8:1::a500:6661:1"	"no"	"no"	"yes"	"Equinix AM7"	"10x10-2km"	"case-by-case"	"100GE"
"Poznań Supercomputing and Networking Center"	"noc@info.pionier.gov.pl"	"PXC-SAR-114"	"196844"	"ISP"	"80.249.209.102"	"2001:7f8:1:0:a500:19:6844:1"	"no"	"no"	"yes"	"Interxion Science Park"	"LR"	"open"	"10GE"
"Previder B.V."	"peering@previder.net"	"PXC-NIK-146"	"20847"	"ISP"	"80.249.208.197"	"2001:7f8:1::a502:847:2"	"no"	"no"	"yes"	"NIKHEF"	"LR"	"open"	"10GE"
"Previder B.V."	"peering@previder.net"	"PXC-TEL-141"	"20847"	"ISP"	"80.249.208.222"	"2001:7f8:1::a502:847:1"	"no"	"no"	"yes"	"Equinix AM7"	"LR"	"open"	"10GE"
"Prime Telecom"	"peering@primetelecom.ro"	"mym6-phys-3790"	"39737"	"ISP"	"80.249.211.13"	"2001:7f8:1::a503:9737:1"	"no"	"no"	"yes"	"Equinix AM7"	""	"open"	"10GE"
"PrJSC ""FARLEP-INVEST"""	"noc@vegatele.com"	"PXC-TEL-141"	"12883"	"ISP"	"80.249.211.215"	"2001:7f8:1::a501:2883:1"	"no"	"no"	"yes"	"Equinix AM7"	"LR"	"selective"	"10GE"
"PRODWARE SA"	"peering@prodware.fr"	"EDGE-TC5-019"	"57928"	"ISP"	"80.249.210.244"	"2001:7f8:1::a505:7928:1"	"no"	"no"	"yes"	"Equinix AM5"	"LX"	"open"	"1GE"
"Progetto 8 Srl"	"support@progetto8.net"	"mym6-phys-3840"	"198721"	"ISP"	"80.249.208.59"	"2001:7f8:1:0:a500:19:8721:1"	"no"	"no"	"yes"	"EvoSwitch"	""	"open"	"2FE"
"Prolocation B.V."	"peering@prolocation.net"	"PXC-GLO-149"	"41887"	"ISP"	"80.249.210.128"	"2001:7f8:1::a504:1887:1"	"no"	"no"	"yes"	"Global Switch"	"LR"	"open"	"10GE"
"PRORED Comunicaciones, S.L."	"peering@prored.es"	"EDGE-GLO-013"	"31577"	"ISP"	"80.249.213.49"	""	"no"	"no"	"yes"	"Global Switch"	"LX"	"open"	"1GE"
"Psychz Networks"	"support@psychz.net"	"PXC-GLO-149"	"40676"	"ISP"	"80.249.213.85"	"2001:7f8:1::a504:676:1"	"no"	"no"	"yes"	"Global Switch"	"LR"	"open"	"10GE"
"PT Cyberindo Aditama"	"peering@cbn.net"	"PXC-TEL-158"	"38158"	"ISP"	"80.249.213.108"	"2001:7f8:1::a503:8158:1"	"no"	"no"	"yes"	"Equinix AM7"	"LR"	"open"	"10GE"
"PT NAP INFO LINTAS NUSA"	"syahrul.ramadhan@nap.net.id"	"PXC-SAR-101"	"55818"	"ISP"	"80.249.212.208"	"2001:7f8:1::a505:5818:1"	"no"	"no"	"yes"	"Interxion Science Park"	"LR"	"selective"	"10GE"
"PT Telekomunikasi Indonesia International"	"peering@telin.co.id"	"PXC-EQX-165"	"7713"	"ISP"	"80.249.211.240"	"2001:7f8:1::a500:7713:1"	"no"	"no"	"yes"	"Equinix AM1/2"	"LR"	"selective"	"10GE"
"PT Telekomunikasi Indonesia International"	"peering@telin.co.id"	"PXC-EQX-165"	"7713"	"ISP"	"80.249.211.240"	"2001:7f8:1::a500:7713:1"	"no"	"no"	"yes"	"Equinix AM1/2"	"LR"	"selective"	"10GE"
"PT Telekomunikasi Indonesia International"	"peering@telin.co.id"	"PXC-EQX-165"	"7713"	"ISP"	"80.249.211.240"	"2001:7f8:1::a500:7713:1"	"no"	"no"	"yes"	"Equinix AM1/2"	"LR"	"selective"	"10GE"
"Pubmatic"	"Santanu.mandal@pubmatic.com"	"PXC-EQ3-145"	"62713"	"ISP"	"80.249.210.220"	""	"no"	"no"	"yes"	"Equinix AM3"	"LR"	"open"	"10GE"
